message,label,category
Unusual login detected on your your employer account. Confirm your identity within 24 hours.,high,Suspicious Message
Reminder: the workshop starts at 10:30 AM.,low,Legitimate Message
"Get 80% off your next furniture purchase, use code VIP50!",medium,Suspicious Message
"""Big sale! Lowest prices guaranteed.""",medium,Suspicious Message
"""Get instant rewards by downloading our app.""",medium,Suspicious Message
I have finished preparing the documents.,low,Legitimate Message
Can we reschedule the training session to Thursday?,low,Legitimate Message
"""Your card has been blocked. Verify your payment details immediately.""",high,Suspicious Message
"""Your identity verification failed. Submit documents again.""",high,Suspicious Message
Can we reschedule the training session to Friday?,low,Legitimate Message
I will send the final version tomorrow.,low,Legitimate Message
The weekly sync is scheduled for Friday.,low,Legitimate Message
"""Your account has been restricted due to suspicious activity.""",high,Suspicious Message
Don't forget to bring your charger.,low,Legitimate Message
The appointment reminder has been received.,low,Legitimate Message
Earn $1000 cashback when you shop shoes at our partner.,medium,Spam / Promotional
"""Your security verification is incomplete. Finish it now.""",high,Suspicious Message
Your bank subscription payment was declined. Update your card details now.,high,Suspicious Message
"Get 15% off your next groceries purchase, use code VIP50!",medium,Suspicious Message
The library closes at 8 PM.,low,Legitimate Message
"""New reward system launched. Join today.""",medium,Suspicious Message
Don't miss out: 70% off accessories ends the end of the week.,medium,Suspicious Message
I am going to the supermarket later.,low,Legitimate Message
Netflix payment failed. Update billing at https://netflix-billing.example,high,Suspicious Message
Could you review the schedule before Wednesday?,low,Legitimate Message
Use code FREESHIP for 40% off home goods this midnight.,medium,Spam / Promotional
Your PayPal account has been locked. Verify your information to unlock it.,high,Suspicious Message
See you at the coffee shop around noon.,low,Legitimate Message
"""Important security update required. Confirm your account details.""",high,Suspicious Message
"Good afternoon, I have received your message.",low,Legitimate Message
Earn $100 cashback when you shop groceries at the marketplace.,medium,Spam / Promotional
"""Hot deal alert! Prices reduced for a short period.""",medium,Suspicious Message
"""Free reward available. Click the link to receive it now.""",medium,Spam / Promotional
See you at home tomorrow at noon.,low,Legitimate Message
Your social media account will be permanently deleted in 2 hours unless you verify now.,high,Suspicious Message
I will be at the cafe around 5 PM.,low,Legitimate Message
See you at the cafe tomorrow at 10:30 AM.,low,Legitimate Message
"""Join now and receive a welcome bonus instantly.""",medium,Suspicious Message
"""Exclusive offer for registered users. Join today.""",medium,Spam / Promotional
Could you review the summary before tomorrow?,low,Legitimate Message
Use code TREAT25 for 70% off shoes this Friday.,medium,Suspicious Message
Your email account will be permanently deleted in 48 hours unless you verify now.,high,Suspicious Message
"""Huge discounts on electronics. Shop today.""",medium,Suspicious Message
Your Apple password will expire today. Click here to reset it.,high,Suspicious Message
Let me know if you need a ride to campus.,low,Legitimate Message
I have saved the latest changes.,low,Legitimate Message
The appointment reminder was sent successfully.,low,Legitimate Message
Exclusive deal just for you: 30% off home goods at our store.,medium,Suspicious Message
"""Your financial profile requires immediate verification.""",high,Suspicious Message
Use code WELCOME5 for 25% off furniture this midnight.,medium,Suspicious Message
"""Your payment details need confirmation before your next purchase.""",high,Suspicious Message
Your email account has been locked. Verify your information to unlock it.,high,Suspicious Message
"""Your service access is limited. Update your information.""",high,Suspicious Message
See you at the station tomorrow at 9 AM.,low,Legitimate Message
I will be at the station around 6:15 PM.,low,Legitimate Message
Your Microsoft password will expire the next hour. Click here to reset it.,high,Suspicious Message
"Get 15% off your next home goods purchase, use code TREAT25!",medium,Suspicious Message
The team meeting is scheduled for Tuesday.,low,Legitimate Message
"""Your account will be permanently closed. Verify immediately.""",high,Suspicious Message
Final notice: your Apple account will be suspended in 12 hours. Act now.,high,Suspicious Message
The weekly sync is scheduled for Monday.,low,Legitimate Message
The delivery service will arrive soon.,low,Legitimate Message
"Great job on the presentation, well done!",low,Legitimate Message
Click here to confirm your Amazon login before your session expires in 24 hours.,high,Suspicious Message
Can you send me the presentation for the appointment?,low,Legitimate Message
I will send the invoice tomorrow.,low,Legitimate Message
"""Your security information needs updating. Complete verification.""",high,Suspicious Message
Unusual login detected on your Microsoft account. Confirm your identity within 48 hours.,high,Suspicious Message
Let me know if you need anything else for proposal.,low,Legitimate Message
We could not verify your Netflix details. Update them within 12 hours or lose access.,high,Suspicious Message
You've won a shopping voucher! Claim it before tonight.,medium,Spam / Promotional
Unusual login detected on your bank account. Confirm your identity within the next hour.,high,Suspicious Message
The documents are ready for collection.,low,Legitimate Message
Your Instagram password will expire 24 hours. Click here to reset it.,high,Suspicious Message
"""Your account will be disabled if verification is not completed.""",high,Suspicious Message
"""Receive a free gift after joining our program.""",medium,Spam / Promotional
Reminder: the interview starts at noon.,low,Legitimate Message
Use code VIP50 for 20% off furniture this this weekend.,medium,Suspicious Message
Let's catch up over breakfast this Wednesday.,low,Legitimate Message
Apple ID locked due to suspicious activity. Verify now at http://apple-id-verify.example,high,Phishing Attempt
